m,n,r,d,bound_ratio_mean,norm_0_ratio_mean,norm_1_ratio_mean,rank_ratio_mean,time_mean
20,20,5,100,0.6866666666666668,0.053645125934460816,0.5004106118303395,1.4,1.83367814
40,40,10,100,0.8327272727272728,0.0602594170942812,0.4437523360159842,1.9400000000000002,2.1335385000000002
60,60,15,100,0.8691666666666666,0.061541560039032106,0.45566494194162466,2.0533333333333332,17.98793162
80,80,20,100,0.8576190476190476,0.05920195639449034,0.4483461453560035,2.3899999999999997,103.78877557999999
