m,n,r,d,bound_ratio_mean,norm_0_ratio_mean,norm_1_ratio_mean,rank_ratio_mean,time_mean
20,20,5,100,0.6866666666666668,0.053645125934460816,0.5004106118303445,1.4,1.4067664999999998
40,40,10,100,0.8327272727272728,0.0602594170942812,0.4437523360159924,1.9400000000000002,5.88879384
60,60,15,100,0.8716666666666667,0.061713135675291755,0.4559164860040104,2.0533333333333332,36.27456192
80,80,20,100,0.8576190476190476,0.05920195639449034,0.4483461442650093,2.3899999999999997,145.49293898000002
